academic_year,academic_year_start,agency_name,agency_name_display,response_count,data_quality,placement_quality_score,recommendation_rate,overall_sentiment_score,concern_indicator_count,concern_flag,prepared_for_practice,learning_goals_met,supervision_frequency,supervision_quality,felt_prepared,comp_1_ethical_professional,comp_2_human_rights_justice,comp_3_adei,comp_4_research_informed,comp_5_policy_practice,comp_6_engage,comp_7_assess,comp_8_intervene,comp_9_evaluate,comments_supervisor_polarity,least_helpful_polarity,most_helpful_polarity,other_comments_polarity,recommend_reason_polarity
2015-2016,2015,"center for children, families and workforce development","Center For Children, Families And Workforce Development",2,limited,3.8,0.5,0.319,1,no flag,4.0,3.0,4.5,4.5,3.0,3.0,3.0,4.0,2.5,3.0,4.0,4.0,2.5,3.0,0.4827,0.0514,0.465,0.4424,0.1533
2015-2016,2015,center for restorative youth justice,Center For Restorative Youth Justice,1,limited,4.4,1.0,0.5624,0,no flag,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,0.6369,0.0,0.9217,0.5106,0.743
2015-2016,2015,child and family service department,Child And Family Service Department,4,sufficient,3.95,0.75,0.7208,0,no flag,4.5,4.75,3.75,3.75,3.0,3.25,4.75,5.0,5.0,5.0,5.0,5.0,4.5,4.75,0.8172,0.5751,0.5669,0.869,0.776
2015-2016,2015,community medical center,Community Medical Center,2,limited,4.6,1.0,0.3695,0,no flag,4.5,5.0,4.5,4.5,4.5,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.5,0.2263,-0.3612,0.8616,,0.7514
2015-2016,2015,crime victim advocate program,Crime Victim Advocate Program,1,limited,4.6,1.0,0.3225,0,no flag,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,0.0,0.0,0.9287,,0.3612
2015-2016,2015,crosswinds recovery,Crosswinds Recovery,1,limited,5.0,1.0,0.8181,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.8074,,0.7089,0.8481,0.9081
2015-2016,2015,curry health center,Curry Health Center,7,sufficient,4.31,0.86,0.3054,0,no flag,4.71,4.14,4.14,3.86,4.71,4.43,4.43,4.71,4.43,4.43,4.14,4.57,4.14,4.0,0.1373,-0.2618,0.5876,0.4615,0.6026
2015-2016,2015,department of health and human services,Department Of Health And Human Services,1,limited,4.8,1.0,0.3779,0,no flag,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.8519,0.2944,0.743
2015-2016,2015,empowermt,Empowermt,1,limited,3.8,1.0,0.2342,0,no flag,3.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,-0.6632,0.4754,0.4215,0.9371
2015-2016,2015,fair-mont-egan school,Fair-Mont-Egan School,1,limited,4.2,1.0,0.4238,0,no flag,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,-0.4993,0.8313,,0.9393
2015-2016,2015,families first learning lab,Families First Learning Lab,1,limited,4.0,1.0,0.6304,0,no flag,2.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,,0.9042,0.6705,0.4201,0.5267
2015-2016,2015,friends forever mentoring,Friends Forever Mentoring,1,limited,5.0,1.0,0.6667,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8905,0.4215,0.7178,,0.6369
2015-2016,2015,frontier behavioral health,Frontier Behavioral Health,1,limited,2.4,0.0,-0.0436,3,review recommended,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,-0.0772,-0.4767,0.5106,0.101,-0.2755
2015-2016,2015,hamilton school district 3,Hamilton School District 3,2,limited,4.7,1.0,0.415,0,no flag,5.0,5.0,4.5,4.5,4.5,4.0,4.0,4.5,4.5,4.0,3.5,5.0,5.0,5.0,0.1591,-0.2496,0.5914,0.7982,0.7758
2015-2016,2015,health promotion disease prevention,Health Promotion Disease Prevention,1,limited,4.2,1.0,0.5568,0,no flag,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.6369,0.0,0.8934,0.5106,0.743
2015-2016,2015,helena valley addiction services,Helena Valley Addiction Services,2,limited,3.8,1.0,0.4408,0,no flag,4.5,4.0,4.5,3.0,3.0,4.5,4.0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,0.5267,0.1124,0.6534,0.0,0.9115
2015-2016,2015,intermountain,Intermountain,1,limited,5.0,1.0,0.5979,0,no flag,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8294,-0.2951,0.7708,0.7845,0.9001
2015-2016,2015,international rescue committee,International Rescue Committee,3,sufficient,4.0,1.0,0.4548,0,no flag,3.67,3.67,4.33,4.67,3.67,3.33,3.67,3.67,3.67,3.67,3.33,3.33,3.67,3.67,0.5799,0.0838,0.5033,0.3064,0.8005
2015-2016,2015,kent school district,Kent School District,1,limited,4.6,1.0,0.4128,0,no flag,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,5.0,5.0,0.5106,0.0,0.8977,0.2944,0.3612
2015-2016,2015,logan health medical center,Logan Health Medical Center,2,limited,4.3,0.0,0.433,1,no flag,4.0,2.5,5.0,5.0,5.0,5.0,3.5,3.5,3.5,3.5,3.5,2.5,4.0,3.0,0.78,-0.3374,0.3408,0.9186,0.463
2015-2016,2015,lowell elementary school,Lowell Elementary School,1,limited,3.8,1.0,0.2486,0,no flag,4.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.7982,0.6997,,0.8442
2015-2016,2015,mental health coalition of teton valley,Mental Health Coalition Of Teton Valley,1,limited,2.6,0.0,-0.0398,3,review recommended,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,0.4215,-0.3252,0.2263,0.0,-0.5216
2015-2016,2015,missoula aging services,Missoula Aging Services,1,limited,4.6,1.0,0.7783,0,no flag,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,,0.7783,,
2015-2016,2015,missoula alliance church,Missoula Alliance Church,2,limited,3.4,0.5,0.1749,2,review recommended,3.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,3.0,3.5,3.5,3.0,0.4008,0.0,0.2553,0.101,0.1176
2015-2016,2015,missoula county public schools,Missoula County Public Schools,1,limited,3.2,1.0,0.2441,1,no flag,5.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,0.4215,0.2263,-0.3716,,0.7003
2015-2016,2015,missoula food bank,Missoula Food Bank,2,limited,3.8,0.5,0.5078,1,no flag,3.5,3.5,3.5,3.5,5.0,4.0,4.0,3.5,3.5,4.0,4.0,4.0,3.5,4.0,0.4794,0.4093,0.3919,0.4588,0.7994
2015-2016,2015,missoula interfaith collaborative,Missoula Interfaith Collaborative,4,sufficient,4.05,0.75,0.2551,0,no flag,3.75,4.0,3.75,4.25,4.5,4.25,4.25,3.5,3.25,4.25,4.0,4.0,4.5,3.25,0.5497,0.0023,0.4069,0.1162,0.2004
2015-2016,2015,missoula municipal court,Missoula Municipal Court,1,limited,4.8,1.0,0.4534,0,no flag,4.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,0.9116,-0.6249,0.6908,,0.836
2015-2016,2015,missoula parks and recreation,Missoula Parks And Recreation,1,limited,5.0,1.0,0.4182,0,no flag,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,,,0.3597,,0.4767
2015-2016,2015,missoula police department,Missoula Police Department,1,limited,4.2,1.0,0.3979,0,no flag,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,0.6588,-0.0516,0.3595,,0.6249
2015-2016,2015,missoula public library,Missoula Public Library,1,limited,2.8,0.0,-0.0415,3,review recommended,2.0,2.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,-0.3182,-0.34,0.0,,0.4922
2015-2016,2015,missoula senior citizens center,Missoula Senior Citizens Center,2,limited,4.6,1.0,0.5392,0,no flag,4.5,5.0,4.5,4.5,4.5,5.0,3.5,4.5,4.0,5.0,4.0,4.5,4.5,5.0,0.2997,0.201,0.7006,0.7096,0.785
2015-2016,2015,montana innocence project,Montana Innocence Project,1,limited,4.8,1.0,0.71,0,no flag,4.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,0.5563,0.4153,0.9153,,0.9531
2015-2016,2015,montana native women's coalition,Montana Native Women's Coalition,1,limited,3.6,0.0,-0.0994,2,review recommended,4.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0.5995,0.6808,-0.3832,-0.5729,-0.8211
2015-2016,2015,montana state hospital,Montana State Hospital,3,sufficient,3.53,0.67,0.4184,1,no flag,3.33,4.0,4.0,4.0,2.33,3.0,4.0,4.33,4.0,3.67,3.33,3.33,3.67,3.67,0.4305,0.0454,0.7534,0.4891,0.3738
2015-2016,2015,mountain home montana,Mountain Home Montana,1,limited,4.2,1.0,0.5525,0,no flag,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,,,0.34,,0.765
2015-2016,2015,nasw montana,Nasw Montana,1,limited,4.0,1.0,0.3562,0,no flag,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,-0.1901,0.4019,0.0,0.8422,0.7269
2015-2016,2015,open aid alliance,Open Aid Alliance,1,limited,4.8,1.0,0.8432,0,no flag,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.732,,0.946,,0.8516
2015-2016,2015,paris gibson alternative education,Paris Gibson Alternative Education,1,limited,5.0,1.0,0.4025,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.4404,0.0,0.5106,0.7003,0.3612
2015-2016,2015,partners in home care,Partners In Home Care,1,limited,4.8,1.0,0.381,0,no flag,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,0.7096,-0.6164,0.7939,,0.6369
2015-2016,2015,partnership health center,Partnership Health Center,1,limited,1.8,0.0,-0.1096,3,review recommended,1.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,-0.4769,-0.3252,0.5574,-0.3007,-0.0026
2015-2016,2015,planned parenthood of montana,Planned Parenthood Of Montana,1,limited,4.4,1.0,0.6308,0,no flag,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,0.5719,0.4754,0.5106,0.9652
2015-2016,2015,poverello center inc,Poverello Center Inc,2,limited,3.3,1.0,0.3919,1,no flag,2.5,2.5,4.5,4.5,2.5,4.5,5.0,5.0,4.0,4.5,3.5,4.5,4.5,5.0,0.1591,-0.2094,0.4754,0.7096,0.8248
2015-2016,2015,reading partners south carolina,Reading Partners South Carolina,1,limited,1.8,0.0,0.1621,2,review recommended,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.34,-0.3252,0.4754,0.596,-0.2755
2015-2016,2015,"rocky mountain development council, inc","Rocky Mountain Development Council, Inc.",1,limited,4.2,1.0,0.5277,0,no flag,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,0.8923,-0.1511,0.0,0.9803,0.9169
2015-2016,2015,seattle children's hospital,Seattle Children's Hospital,1,limited,4.6,1.0,0.3494,0,no flag,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.6369,-0.3612,0.5994,0.5106,0.3612
2015-2016,2015,seneca family of agencies mosaic program,Seneca Family Of Agencies Mosaic Program,1,limited,5.0,1.0,0.4936,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,0.4215,0.5106,0.7184,0.8176
2015-2016,2015,shepherd's pantry,Shepherd's Pantry,1,limited,4.6,1.0,0.1835,0,no flag,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,0.6486,-0.3252,-0.2023,0.0,0.7964
2015-2016,2015,sheridan memorial hospital,Sheridan Memorial Hospital,1,limited,3.6,1.0,0.2863,0,no flag,5.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,0.6369,0.0,0.3182,,0.1901
2015-2016,2015,shodair childrens hospital,Shodair Childrens Hospital,1,limited,4.8,1.0,0.3906,0,no flag,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,0.4215,0.4404,0.0,,0.7003
2015-2016,2015,st. patrick hospital,St. Patrick Hospital,1,limited,4.8,1.0,0.2422,0,no flag,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.5106,0.7003
2015-2016,2015,student advocacy resource center,Student Advocacy Resource Center,2,limited,4.0,1.0,0.6982,0,no flag,4.0,4.5,3.5,3.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,4.5,4.0,0.7942,0.0576,0.8398,0.883,0.9164
2015-2016,2015,summit independent living,Summit Independent Living,1,limited,4.0,1.0,0.6238,0,no flag,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,,0.5106,0.4215,,0.9393
2015-2016,2015,the hope wellness center,The Hope Wellness Center,1,limited,4.4,1.0,0.4053,0,no flag,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,0.6369,-0.3612,0.8316,0.2944,0.6249
2015-2016,2015,the salvation army,The Salvation Army,2,limited,3.8,0.5,0.3565,1,no flag,3.5,4.0,3.5,4.5,3.5,4.0,4.0,4.0,4.5,3.5,3.5,4.5,4.0,3.5,0.8331,-0.3217,0.2377,0.9733,0.0599
2015-2016,2015,the webb schools,The Webb Schools,1,limited,2.2,0.0,0.0271,3,review recommended,1.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4404,0.0,0.296,0.0,-0.6007
2015-2016,2015,trio student support services,Trio Student Support Services,4,sufficient,4.5,1.0,0.4027,0,no flag,3.75,4.25,4.75,5.0,4.75,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.5,4.5,0.6952,-0.2561,0.6256,0.1702,0.7788
2015-2016,2015,turning winds,Turning Winds,1,limited,4.6,1.0,0.417,0,no flag,5.0,5.0,5.0,4.0,4.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,0.6369,-0.3612,0.7717,0.2944,0.743
2015-2016,2015,united way of the lewis and clark area,United Way Of The Lewis And Clark Area,2,limited,3.3,0.5,0.1815,2,review recommended,2.5,3.5,3.5,2.5,4.5,4.0,3.5,4.0,3.5,4.0,4.0,3.5,3.5,4.0,0.1314,-0.1418,0.2553,0.0915,0.5712
2015-2016,2015,university of phoenix,University Of Phoenix,1,limited,4.0,0.0,0.1351,1,no flag,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.1531,-0.3252,0.6997,,0.0129
2015-2016,2015,village healthcare center,Village Healthcare Center,1,limited,4.0,0.0,0.1831,1,no flag,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,,0.8248,0.0,,-0.2755
2015-2016,2015,virtually assisted school team,Virtually Assisted School Team,1,limited,5.0,1.0,0.3012,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.3818,-0.0352,0.5106,0.0,0.6486
2015-2016,2015,vocational rehab,Vocational Rehab,1,limited,4.0,1.0,0.7634,0,no flag,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,,0.6997,,0.8271
2015-2016,2015,western montana mental health center,Western Montana Mental Health Center,1,limited,3.6,1.0,0.1448,0,no flag,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,-0.5504,0.0,0.296,0.8126,0.1658
2015-2016,2015,winds of change mental health center,Winds Of Change Mental Health Center,1,limited,4.8,1.0,0.441,0,no flag,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,0.0,0.0,0.8271,0.7184,0.6597
2015-2016,2015,women's resource center,Women's Resource Center,1,limited,3.0,0.0,0.2128,2,review recommended,3.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,0.1779,0.4576,0.5336,-0.1053
2015-2016,2015,wyoming behavioral institute,Wyoming Behavioral Institute,1,limited,5.0,1.0,0.5466,0,no flag,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.3818,0.161,0.5106,0.7469,0.9325
2015-2016,2015,youth dynamics,Youth Dynamics,1,limited,4.4,0.0,0.0137,2,review recommended,3.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,-0.25,-0.4417,0.2732,,0.4731
2015-2016,2015,youth homes,Youth Homes,4,sufficient,3.6,0.75,0.3949,0,no flag,4.0,3.5,3.75,3.25,3.5,4.75,4.0,3.75,4.25,3.5,3.25,3.5,3.75,4.0,0.534,-0.1629,0.2008,0.9621,0.4404
2015-2016,2015,ywca,Ywca,2,limited,3.2,1.0,0.4747,1,no flag,3.0,3.0,4.5,4.0,1.5,2.5,3.5,3.0,3.0,2.0,2.0,3.0,3.0,2.5,0.2263,-0.0258,0.8766,0.6007,0.6958
2016-2017,2016,988 tribal response,988 Tribal Response,1,limited,4.2,1.0,0.4617,0,no flag,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8074,0.0,0.743,0.7579,0.0
2016-2017,2016,affordable housing trust fund,Affordable Housing Trust Fund,1,limited,1.2,0.0,0.1127,2,review recommended,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,0.0,-0.0772,-0.25,0.6908,0.1999
2016-2017,2016,all nations health center - behaviorial health,All Nations Health Center - Behaviorial Health,1,limited,3.8,1.0,0.31,0,no flag,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,1.0,3.0,3.0,4.0,3.0,1.0,0.1531,0.0,0.3291,0.5106,0.5574
2016-2017,2016,aspen counseling services,Aspen Counseling Services,2,limited,2.9,0.5,0.3232,2,review recommended,2.5,2.5,4.0,3.5,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.5,3.5,2.5,0.1531,-0.0917,0.425,0.7089,0.4207
2016-2017,2016,aware inc,Aware Inc.,1,limited,4.2,1.0,0.0327,1,no flag,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.3612,-0.4588,,0.9182
2016-2017,2016,benefis health system,Benefis Health System,1,limited,4.0,1.0,0.2612,0,no flag,4.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,,0.0,0.4019,,0.3818
2016-2017,2016,big sky palliative & hospice,Big Sky Palliative & Hospice,3,sufficient,4.47,1.0,0.3181,0,no flag,4.33,4.67,4.67,4.67,4.0,4.0,4.0,3.67,4.33,5.0,5.0,3.67,4.33,5.0,0.3685,0.0,0.3107,0.4025,0.5087
2016-2017,2016,billings public schools,Billings Public Schools,1,limited,2.2,1.0,0.2706,1,no flag,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0,0.0,0.0,0.6361,0.5267,0.1901
2016-2017,2016,bitterroot cares,Bitterroot Cares,1,limited,4.6,1.0,0.4352,0,no flag,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,0.6369,0.0,0.8834,0.2944,0.3612
2016-2017,2016,blackfeet community college,Blackfeet Community College,1,limited,5.0,1.0,0.4093,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,0.6369,0.0,0.4404,,0.5598
2016-2017,2016,boys and girls club,Boys And Girls Club,3,sufficient,4.47,1.0,0.3128,0,no flag,4.33,4.67,4.33,4.33,4.67,4.0,5.0,5.0,5.0,3.33,3.67,5.0,3.67,4.67,-0.1806,0.0251,0.5967,0.3058,0.8172
2016-2017,2016,bozeman school district 7,Bozeman School District 7,1,limited,2.2,0.0,0.1094,2,review recommended,1.0,1.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,-0.2924,0.0,0.2484,0.4404,0.1506
2016-2017,2016,cameron r-1 school district,Cameron R-1 School District,3,sufficient,4.8,1.0,0.4173,0,no flag,4.67,4.67,5.0,4.67,5.0,4.0,4.67,5.0,4.33,5.0,5.0,4.67,4.67,4.67,0.6705,-0.2408,0.3374,0.497,0.8225
2016-2017,2016,casa for children,Casa For Children,2,limited,4.5,0.5,0.7307,1,no flag,4.0,5.0,5.0,5.0,3.5,5.0,5.0,4.5,5.0,3.5,4.5,5.0,3.5,4.5,0.5625,0.7317,0.8532,,0.7754
2016-2017,2016,cascade academy,Cascade Academy,1,limited,3.8,1.0,0.0951,0,no flag,3.0,4.0,5.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,0.1818,0.4215,-0.6249,,0.4019
2016-2017,2016,catalyst mt,Catalyst Mt,1,limited,4.6,1.0,0.5597,0,no flag,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,,0.4215,0.5994,0.6582,
2016-2017,2016,cedar creek integrated health,Cedar Creek Integrated Health,3,sufficient,3.2,0.33,0.223,2,review recommended,3.67,3.33,3.0,3.0,3.0,4.33,2.67,3.67,3.33,3.33,4.33,3.33,3.33,2.67,0.0711,0.0551,0.2241,0.3919,0.3728
2016-2017,2016,"center for children, families and workforce development","Center For Children, Families And Workforce Development",3,sufficient,4.4,1.0,0.5174,0,no flag,4.0,5.0,4.0,4.33,4.67,4.67,5.0,3.67,4.67,5.0,4.67,4.0,4.0,3.67,0.5738,0.2526,0.7099,0.2944,0.7565
2016-2017,2016,center for restorative youth justice,Center For Restorative Youth Justice,1,limited,3.8,1.0,0.2228,0,no flag,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,0.2263,0.0,0.0,0.5267,0.3612
2016-2017,2016,cheyenne regional behavioral health,Cheyenne Regional Behavioral Health,1,limited,4.4,1.0,0.4064,0,no flag,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,0.2263,-0.3612,0.7783,0.5106,0.8779
2016-2017,2016,child and family service department,Child And Family Service Department,6,sufficient,3.67,0.67,0.2658,1,no flag,3.83,4.0,3.5,3.67,3.33,4.67,4.0,4.17,4.0,4.5,4.17,5.0,4.33,4.33,0.0848,-0.1982,0.5346,0.3952,0.5128
2016-2017,2016,city of olympia,City Of Olympia,1,limited,3.4,1.0,0.362,1,no flag,3.0,3.0,3.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,0.2263,0.1779,0.518,0.5267,0.3612
2016-2017,2016,climate smart missoula,Climate Smart Missoula,1,limited,2.8,1.0,0.7022,1,no flag,2.0,4.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,0.0,0.7264,0.9783,0.8803,0.926
2016-2017,2016,community medical center,Community Medical Center,2,limited,4.5,1.0,0.4479,0,no flag,5.0,5.0,4.5,3.0,5.0,4.5,5.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,0.4623,0.0413,0.3943,0.5106,0.8312
2016-2017,2016,crosswinds recovery,Crosswinds Recovery,1,limited,4.6,1.0,0.5612,0,no flag,5.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,0.5267,0.0,0.7425,0.7096,0.8271
2016-2017,2016,curry health center,Curry Health Center,5,sufficient,3.04,0.4,0.2451,2,review recommended,2.8,3.2,3.6,2.4,3.2,2.6,3.4,3.6,3.2,3.8,3.8,3.2,3.4,3.0,0.0554,-0.0484,0.4247,0.5563,0.2375
2016-2017,2016,disability determination services,Disability Determination Services,1,limited,4.8,1.0,0.6136,0,no flag,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,0.836,-0.0598,0.7783,,0.9001
2016-2017,2016,eating disorder center of montana,Eating Disorder Center Of Montana,1,limited,4.6,1.0,0.3844,0,no flag,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,0.1531,0.0,0.6808,0.7269,0.3612
2016-2017,2016,eduro healthcare,Eduro Healthcare,1,limited,5.0,1.0,0.4049,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,-0.4939,0.4134,0.8777,0.8225
2016-2017,2016,empowermt,Empowermt,3,sufficient,3.13,1.0,0.2784,1,no flag,3.67,3.33,4.0,3.33,1.33,4.67,4.0,3.33,4.33,4.33,3.33,3.67,3.33,3.67,0.621,0.1405,0.2624,,0.0898
2016-2017,2016,encompass community service,Encompass Community Service,1,limited,4.0,0.0,0.6006,1,no flag,5.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,,0.4767,0.7904,,0.5346
2016-2017,2016,families first learning lab,Families First Learning Lab,1,limited,4.8,1.0,0.5326,0,no flag,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,0.7096,0.0,0.6361,,0.7845
2016-2017,2016,fort belknap social services,Fort Belknap Social Services,1,limited,4.4,1.0,0.0822,0,no flag,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-0.296,0.0,0.0,,0.6249
2016-2017,2016,great falls rescue mission cameron family center,Great Falls Rescue Mission Cameron Family Center,1,limited,4.4,1.0,0.5175,0,no flag,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,0.2023,0.5719,,0.7783
